conversation_id,customer_id,timestamp,channel,agent_id,duration_minutes,transcript,resolved_flag
CONV00121,CUST0047,2026-08-04 21:10:00,email,AGT004,43.6,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00122,CUST0047,2026-07-07 08:43:00,email,AGT006,25.5,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",1
CONV00123,CUST0048,2026-08-06 08:10:00,phone_transcript,AGT001,4.0,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",0
CONV00124,CUST0048,2026-07-18 09:59:00,chat,AGT008,21.6,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00125,CUST0048,2026-08-02 10:48:00,chat,AGT011,15.0,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00126,CUST0048,2026-06-28 15:55:00,email,AGT005,5.5,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00127,CUST0050,2026-08-06 03:50:00,email,AGT011,15.1,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00128,CUST0050,2026-08-10 16:33:00,chat,AGT012,6.1,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",1
CONV00129,CUST0050,2026-08-10 21:52:00,chat,AGT009,31.2,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",1
CONV00130,CUST0051,2026-08-09 01:39:00,email,AGT012,7.7,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",1
CONV00131,CUST0051,2026-07-23 11:55:00,chat,AGT002,15.5,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00132,CUST0051,2026-07-27 19:36:00,phone_transcript,AGT011,8.1,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00133,CUST0052,2026-08-04 23:21:00,email,AGT006,33.1,"Customer: Password reset link isnt arriving.
Agent: I've triggered a new one, please check spam.
Customer: got it thanks",1
CONV00134,CUST0053,2026-07-26 19:02:00,phone_transcript,AGT011,21.0,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",1
CONV00135,CUST0053,2026-08-07 20:52:00,phone_transcript,AGT012,18.5,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00136,CUST0053,2026-08-02 13:10:00,chat,AGT005,29.7,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",1
CONV00137,CUST0054,2026-07-16 04:22:00,phone_transcript,AGT005,35.5,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",0
CONV00138,CUST0054,2026-07-01 02:04:00,chat,AGT009,28.1,"Customer: My card payment failed but I have funds. Now my account is limited.
Agent: Let me re-run the payment for you.
Customer: Third time I'm calling about this billing mess.",1
CONV00139,CUST0054,2026-07-19 11:42:00,chat,AGT004,23.3,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",1
CONV00140,CUST0054,2026-06-23 08:20:00,chat,AGT009,40.2,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",1
CONV00141,CUST0054,2026-07-30 12:01:00,chat,AGT007,39.0,"Customer: My card payment failed but I have funds. Now my account is limited.
Agent: Let me re-run the payment for you.
Customer: Third time I'm calling about this billing mess.",0
CONV00142,CUST0055,2026-06-17 12:26:00,chat,AGT008,43.0,"Customer: Can you confirm our renewal date?
Agent: Your contract renews on the 14th of next month.
Customer: Perfect, no changes needed from our side.",1
CONV00143,CUST0057,2026-07-16 23:23:00,chat,AGT005,11.3,"Customer: We've decided to cancel our subscription at the end of the term.
Agent: I'm sorry to hear that, may I ask what's driving the decision?
Customer: Four tickets in two months, none properly resolved. We're moving to a competitor next quarter.
Agent: Can I arrange a call with your account manager?
Customer: You can, but I doubt it changes anything at this point.",0
CONV00144,CUST0057,2026-06-01 11:28:00,phone_transcript,AGT012,23.5,"Customer: please send me the offboarding process and data export options
Agent: Before that, can we discuss what went wrong?
Customer: Its too late for that. We've signed with another vendor.",1
CONV00145,CUST0057,2026-07-01 01:35:00,phone_transcript,AGT009,25.1,"Customer: We've decided to cancel our subscription at the end of the term.
Agent: I'm sorry to hear that, may I ask what's driving the decision?
Customer: Four tickets in two months, none properly resolved. We're moving to a competitor next quarter.
Agent: Can I arrange a call with your account manager?
Customer: You can, but I doubt it changes anything at this point.",1
CONV00146,CUST0058,2026-08-04 21:41:00,phone_transcript,AGT004,43.9,"Customer: I don't understand how to set up the integration, the docs are confusing.
Agent: I can walk you through it, do you have 10 minutes?
Customer: Not right now. Is there a video?",1
CONV00147,CUST0058,2026-06-27 13:35:00,phone_transcript,AGT011,31.3,"Customer: how do i import my existing data
Agent: Settings > Import > choose CSV.
Customer: tried that, got an error. ill try again later",1
CONV00148,CUST0058,2026-08-11 01:33:00,chat,AGT001,12.5,"Customer: how do i import my existing data
Agent: Settings > Import > choose CSV.
Customer: tried that, got an error. ill try again later",0
CONV00149,CUST0058,2026-06-14 20:31:00,phone_transcript,AGT001,15.3,"Customer: how do i import my existing data
Agent: Settings > Import > choose CSV.
Customer: tried that, got an error. ill try again later",0
CONV00150,CUST0060,2026-07-17 00:49:00,chat,AGT012,7.9,"Customer: Password reset link isnt arriving.
Agent: I've triggered a new one, please check spam.
Customer: got it thanks",1
CONV00151,CUST0061,2026-07-30 08:38:00,phone_transcript,AGT012,13.1,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",1
CONV00152,CUST0061,2026-07-28 00:11:00,phone_transcript,AGT002,35.2,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",1
CONV00153,CUST0061,2026-08-05 10:43:00,chat,AGT005,32.6,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00154,CUST0061,2026-06-17 21:29:00,phone_transcript,AGT006,4.4,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",0
CONV00155,CUST0062,2026-07-24 18:37:00,email,AGT002,40.5,"Customer: Hi, quick question - how do I add a second admin user?
Agent: Happy to help! Go to Settings > Team > Invite.
Customer: Found it, thanks. Works great as always.",1
CONV00156,CUST0062,2026-08-07 20:46:00,phone_transcript,AGT001,3.9,"Customer: Can you confirm our renewal date?
Agent: Your contract renews on the 14th of next month.
Customer: Perfect, no changes needed from our side.",1
CONV00157,CUST0063,2026-05-14 16:58:00,email,AGT007,41.6,"Customer: My card payment failed but I have funds. Now my account is limited.
Agent: Let me re-run the payment for you.
Customer: Third time I'm calling about this billing mess.",1
CONV00158,CUST0063,2026-07-28 22:25:00,phone_transcript,AGT011,20.0,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",1
CONV00159,CUST0063,2026-08-10 10:02:00,email,AGT005,37.5,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",0
CONV00160,CUST0063,2026-08-11 20:28:00,chat,AGT003,11.6,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",0
CONV00161,CUST0063,2026-07-08 22:35:00,email,AGT005,35.3,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",1
CONV00162,CUST0064,2026-08-10 21:25:00,chat,AGT006,10.6,"Customer: Still no fix. I'm done chasing this.
Agent: I'm escalating to our senior team now.
Customer: Save it. I'm taking this to our legal team if the refund isnt processed.",0
CONV00163,CUST0064,2026-08-10 14:13:00,email,AGT006,27.4,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",0
CONV00164,CUST0064,2026-08-11 17:14:00,chat,AGT001,42.1,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",1
CONV00165,CUST0065,2026-07-25 06:38:00,phone_transcript,AGT001,42.9,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",1
CONV00166,CUST0065,2026-07-30 02:36:00,phone_transcript,AGT005,6.5,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",0
CONV00167,CUST0067,2026-05-14 16:34:00,chat,AGT003,32.6,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",1
CONV00168,CUST0067,2026-05-15 16:03:00,email,AGT012,40.5,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00169,CUST0067,2026-06-01 00:55:00,chat,AGT009,7.7,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00170,CUST0067,2026-07-04 21:23:00,chat,AGT007,30.5,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",1
CONV00171,CUST0068,2026-08-07 14:44:00,email,AGT012,37.8,"Customer: Just wanted to say the new dashboard update is really good.
Agent: Thank you, I'll pass that to the product team!
Customer: Cheers.",1
CONV00172,CUST0068,2026-08-09 09:43:00,chat,AGT004,7.9,"Customer: Hi, quick question - how do I add a second admin user?
Agent: Happy to help! Go to Settings > Team > Invite.
Customer: Found it, thanks. Works great as always.",1
CONV00173,CUST0069,2026-06-28 20:51:00,chat,AGT008,22.0,"Customer: Hi, quick question - how do I add a second admin user?
Agent: Happy to help! Go to Settings > Team > Invite.
Customer: Found it, thanks. Works great as always.",1
CONV00174,CUST0070,2026-08-11 06:38:00,email,AGT005,21.9,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",0
CONV00175,CUST0070,2026-08-09 21:50:00,phone_transcript,AGT012,27.9,"Customer: please send me the offboarding process and data export options
Agent: Before that, can we discuss what went wrong?
Customer: Its too late for that. We've signed with another vendor.",1
CONV00176,CUST0070,2026-05-18 13:51:00,phone_transcript,AGT004,43.6,"Customer: We've decided to cancel our subscription at the end of the term.
Agent: I'm sorry to hear that, may I ask what's driving the decision?
Customer: Four tickets in two months, none properly resolved. We're moving to a competitor next quarter.
Agent: Can I arrange a call with your account manager?
Customer: You can, but I doubt it changes anything at this point.",1
CONV00177,CUST0070,2026-08-03 22:17:00,email,AGT003,3.3,"Customer: please send me the offboarding process and data export options
Agent: Before that, can we discuss what went wrong?
Customer: Its too late for that. We've signed with another vendor.",1
CONV00178,CUST0071,2026-08-05 09:25:00,phone_transcript,AGT004,6.1,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",1
CONV00179,CUST0071,2026-05-14 19:53:00,chat,AGT004,7.6,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",0
CONV00180,CUST0071,2026-07-15 12:17:00,phone_transcript,AGT002,27.0,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",1
CONV00181,CUST0071,2026-08-11 21:59:00,chat,AGT011,21.1,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",1
CONV00182,CUST0071,2026-08-04 13:53:00,email,AGT001,9.2,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",0
CONV00183,CUST0072,2026-07-05 00:35:00,chat,AGT007,31.4,"Customer: Still no fix. I'm done chasing this.
Agent: I'm escalating to our senior team now.
Customer: Save it. I'm taking this to our legal team if the refund isnt processed.",1
CONV00184,CUST0072,2026-07-17 17:02:00,email,AGT005,21.2,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",1
CONV00185,CUST0072,2026-07-24 04:21:00,phone_transcript,AGT005,23.5,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",0
CONV00186,CUST0072,2026-08-10 08:57:00,email,AGT007,7.9,"Customer: We've decided to cancel our subscription at the end of the term.
Agent: I'm sorry to hear that, may I ask what's driving the decision?
Customer: Four tickets in two months, none properly resolved. We're moving to a competitor next quarter.
Agent: Can I arrange a call with your account manager?
Customer: You can, but I doubt it changes anything at this point.",1
CONV00187,CUST0072,2026-05-17 07:45:00,email,AGT012,17.4,"Customer: We've decided to cancel our subscription at the end of the term.
Agent: I'm sorry to hear that, may I ask what's driving the decision?
Customer: Four tickets in two months, none properly resolved. We're moving to a competitor next quarter.
Agent: Can I arrange a call with your account manager?
Customer: You can, but I doubt it changes anything at this point.",0
CONV00188,CUST0072,2026-07-02 08:38:00,email,AGT005,9.7,"Customer: please send me the offboarding process and data export options
Agent: Before that, can we discuss what went wrong?
Customer: Its too late for that. We've signed with another vendor.",1
CONV00189,CUST0073,2026-05-14 16:59:00,chat,AGT008,24.8,"Customer: Just wanted to say the new dashboard update is really good.
Agent: Thank you, I'll pass that to the product team!
Customer: Cheers.",1
CONV00190,CUST0073,2026-07-19 16:50:00,chat,AGT011,12.4,"Customer: Hi, quick question - how do I add a second admin user?
Agent: Happy to help! Go to Settings > Team > Invite.
Customer: Found it, thanks. Works great as always.",1
CONV00191,CUST0075,2026-08-07 00:57:00,phone_transcript,AGT007,17.3,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",0
CONV00192,CUST0075,2026-08-10 18:49:00,phone_transcript,AGT006,36.7,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",0
CONV00193,CUST0075,2026-08-09 05:59:00,phone_transcript,AGT010,8.1,"Customer: please send me the offboarding process and data export options
Agent: Before that, can we discuss what went wrong?
Customer: Its too late for that. We've signed with another vendor.",0
CONV00194,CUST0075,2026-07-20 08:26:00,chat,AGT008,3.6,"Customer: please send me the offboarding process and data export options
Agent: Before that, can we discuss what went wrong?
Customer: Its too late for that. We've signed with another vendor.",1
CONV00195,CUST0075,2026-08-09 04:46:00,phone_transcript,AGT008,2.0,"Customer: We've decided to cancel our subscription at the end of the term.
Agent: I'm sorry to hear that, may I ask what's driving the decision?
Customer: Four tickets in two months, none properly resolved. We're moving to a competitor next quarter.
Agent: Can I arrange a call with your account manager?
Customer: You can, but I doubt it changes anything at this point.",0
CONV00196,CUST0075,2026-07-31 17:09:00,email,AGT012,9.6,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",0
CONV00197,CUST0076,2026-07-28 13:57:00,chat,AGT010,32.3,"Customer: Hi, quick question - how do I add a second admin user?
Agent: Happy to help! Go to Settings > Team > Invite.
Customer: Found it, thanks. Works great as always.",1
CONV00198,CUST0077,2026-08-07 20:06:00,email,AGT002,18.1,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00199,CUST0077,2026-08-04 11:23:00,email,AGT005,15.9,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00200,CUST0077,2026-06-07 00:33:00,email,AGT011,15.6,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00201,CUST0078,2026-08-06 06:16:00,chat,AGT011,27.3,"Customer: How do I download an invoice?
Agent: Billing > Invoices > Download PDF.
Customer: ok",1
CONV00202,CUST0079,2026-08-11 14:14:00,email,AGT003,9.6,"Customer: Can you confirm our renewal date?
Agent: Your contract renews on the 14th of next month.
Customer: Perfect, no changes needed from our side.",1
CONV00203,CUST0080,2026-08-03 01:24:00,phone_transcript,AGT001,9.8,"Customer: We signed up last month but honestly we havent used it much yet.
Agent: Would an onboarding session help?
Customer: Maybe. My team hasnt had time to learn it.",1
CONV00204,CUST0081,2026-08-02 04:46:00,email,AGT003,16.2,"Customer: Password reset link isnt arriving.
Agent: I've triggered a new one, please check spam.
Customer: got it thanks",1
CONV00205,CUST0082,2026-06-26 12:40:00,phone_transcript,AGT002,37.3,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00206,CUST0082,2026-06-10 00:04:00,email,AGT001,13.4,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",1
CONV00207,CUST0082,2026-08-04 21:38:00,chat,AGT012,2.1,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",1
CONV00208,CUST0082,2026-07-07 00:34:00,email,AGT008,39.9,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",1
CONV00209,CUST0082,2026-07-27 11:54:00,phone_transcript,AGT011,34.6,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",1
CONV00210,CUST0083,2026-07-08 09:56:00,email,AGT001,15.7,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00211,CUST0083,2026-07-22 21:39:00,email,AGT003,33.5,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00212,CUST0083,2026-08-07 21:39:00,phone_transcript,AGT008,32.3,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",1
CONV00213,CUST0083,2026-08-10 03:50:00,email,AGT003,4.3,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",1
CONV00214,CUST0083,2026-08-02 17:34:00,phone_transcript,AGT012,41.8,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00215,CUST0083,2026-07-08 02:42:00,chat,AGT002,4.1,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",0
CONV00216,CUST0084,2026-06-03 08:51:00,email,AGT001,20.4,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",1
CONV00217,CUST0084,2026-08-10 02:20:00,email,AGT004,6.2,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",1
CONV00218,CUST0085,2026-08-09 03:42:00,email,AGT002,15.3,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",1
CONV00219,CUST0085,2026-07-14 08:03:00,email,AGT002,29.6,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",1
CONV00220,CUST0085,2026-08-09 12:04:00,email,AGT003,21.2,"Customer: My card payment failed but I have funds. Now my account is limited.
Agent: Let me re-run the payment for you.
Customer: Third time I'm calling about this billing mess.",1
CONV00221,CUST0086,2026-08-05 09:44:00,email,AGT010,4.7,"Customer: Hi, quick question - how do I add a second admin user?
Agent: Happy to help! Go to Settings > Team > Invite.
Customer: Found it, thanks. Works great as always.",1
CONV00222,CUST0087,2026-08-07 02:54:00,phone_transcript,AGT006,36.8,"Customer: Hi, quick question - how do I add a second admin user?
Agent: Happy to help! Go to Settings > Team > Invite.
Customer: Found it, thanks. Works great as always.",1
CONV00223,CUST0087,2026-08-01 05:46:00,chat,AGT007,37.2,"Customer: Can you confirm our renewal date?
Agent: Your contract renews on the 14th of next month.
Customer: Perfect, no changes needed from our side.",1
CONV00224,CUST0088,2026-07-23 06:17:00,phone_transcript,AGT004,22.5,"Customer: My card payment failed but I have funds. Now my account is limited.
Agent: Let me re-run the payment for you.
Customer: Third time I'm calling about this billing mess.",1
CONV00225,CUST0088,2026-07-20 01:58:00,phone_transcript,AGT009,36.4,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",0
CONV00226,CUST0088,2026-07-25 04:51:00,email,AGT003,42.8,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",1
CONV00227,CUST0089,2026-08-09 17:09:00,chat,AGT001,20.2,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00228,CUST0089,2026-08-07 10:48:00,chat,AGT010,13.1,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00229,CUST0089,2026-08-09 21:55:00,phone_transcript,AGT007,25.7,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",0
CONV00230,CUST0089,2026-07-21 07:31:00,phone_transcript,AGT010,27.3,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00231,CUST0089,2026-06-20 20:34:00,chat,AGT010,27.3,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00232,CUST0090,2026-08-07 20:01:00,phone_transcript,AGT002,35.8,"Customer: We've decided to cancel our subscription at the end of the term.
Agent: I'm sorry to hear that, may I ask what's driving the decision?
Customer: Four tickets in two months, none properly resolved. We're moving to a competitor next quarter.
Agent: Can I arrange a call with your account manager?
Customer: You can, but I doubt it changes anything at this point.",0
CONV00233,CUST0090,2026-07-27 12:04:00,email,AGT007,30.2,"Customer: Still no fix. I'm done chasing this.
Agent: I'm escalating to our senior team now.
Customer: Save it. I'm taking this to our legal team if the refund isnt processed.",0
CONV00234,CUST0090,2026-08-11 08:58:00,email,AGT007,8.2,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",0
CONV00235,CUST0090,2026-08-04 01:35:00,email,AGT006,31.7,"Customer: We've decided to cancel our subscription at the end of the term.
Agent: I'm sorry to hear that, may I ask what's driving the decision?
Customer: Four tickets in two months, none properly resolved. We're moving to a competitor next quarter.
Agent: Can I arrange a call with your account manager?
Customer: You can, but I doubt it changes anything at this point.",1
CONV00236,CUST0090,2026-07-10 08:02:00,email,AGT001,16.5,"Customer: please send me the offboarding process and data export options
Agent: Before that, can we discuss what went wrong?
Customer: Its too late for that. We've signed with another vendor.",0
CONV00237,CUST0090,2026-05-14 14:43:00,phone_transcript,AGT011,6.2,"Customer: Still no fix. I'm done chasing this.
Agent: I'm escalating to our senior team now.
Customer: Save it. I'm taking this to our legal team if the refund isnt processed.",0
CONV00238,CUST0090,2026-08-09 19:41:00,email,AGT005,33.3,"Customer: Still no fix. I'm done chasing this.
Agent: I'm escalating to our senior team now.
Customer: Save it. I'm taking this to our legal team if the refund isnt processed.",0
